Name,ID,Category,Color,Attribute,Life,Power,Counter,Cost,Ability Text,Type
Pearl,OP03-031,Character,Green,Strike,null,2000,+1000 Counter,2,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",East Blue/Krieg Pirates
Mr.2.Bon.Kurei(Bentham),OP01-084,Character,Blue,Strike,null,4000,+2000 Counter,3,"[DON!! x1] [When Attacking] Look at 5 cards from the top of your deck; reveal up to 1{Baroque Works}type Event card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Baroque Works
Shiki,ST05-008,Character,Purple,Slash,null,7000,+1000 Counter,6,"If you have 8 or more DON!! cards on your field, this Character cannot be K.O.'d in battle.",FILM/Golden Lion Pirates
Helmeppo,OP03-091,Character,Black,Wisdom,null,0,+1000 Counter,1,[On Play] Set the cost of up to 1 of your opponent's Characters with no base effect to 0 during this turn.,Navy
Sanji,OP03-102,Character,Yellow,Strike,null,3000,+2000 Counter,2,[DON!! x2] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,The Vinsmoke Family
Otama,OP01-006,Character,Red,Special,null,0,+2000 Counter,1,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.,Land of Wano
Crocodile,OP02-053,Character,Blue,Special,null,7000,+1000 Counter,5,null,Impel Down/Former Baroque Works
Kuroobi,OP03-026,Character,Green,Strike,null,3000,+1000 Counter,4,"[On Play] If your Leader has the{East Blue}type, rest up to 1 of your opponent's Characters.[Trigger] Play this card.",Fish-Man/East Blue/Arlong Pirates
Minorhinoceros,OP03-069,Character,Purple,Strike,null,5000,,3,"[On K.O.] If your Leader has the{Impel Down}type, draw 2 cards and trash 1 card from your hand.",Impel Down/Jailer Beast
Spandam,OP03-086,Character,Black,Slash,null,2000,+1000 Counter,1,"[On Play] If your Leader's type includes ""CP"", look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""CP"" other than [Spandam] and add it to your hand. Then, trash the rest.",CP9
Charlotte Chiffon,OP03-109,Character,Yellow,Wisdom,null,3000,,2,[On Play] You may trash 1 card from the top or bottom of your Life cards: Add up to 1 card from the top of your deck to the top of your Life cards.,Big Mom Pirates
Uta,OP01-005,Character,Red,Special,null,4000,,4,[On Play] Add up to 1 red Character card other than [Uta] with a cost of 3 or less from your trash to your hand.,FILM
Boa Hancock,OP02-059,Character,Blue,Special,null,5000,+1000 Counter,4,"[When Attacking] Draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",Impel Down/The Seven Warlords of the Sea/Kuja Pirates
Trafalgar Law,ST03-008,Character,Blue,Slash,null,1000,,1,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",The Seven Warlords of the Sea/Heart Pirates
Yamato,ST09-012,Character,Yellow,Strike,null,3000,+2000 Counter,3,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power until the start of your next turn.,Land of Wano
Jinbe,OP01-014,Character,Red,Strike,null,5000,,4,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [On Block] Play up to 1 red Character card with a cost of 2 or less from your hand.",Fish-Man/Straw Hat Crew
Monkey.D.Luffy,P-047,Leader,Blue,Strike,5,5000,,null,[DON!! x1] [When Attacking] Draw 1 card if you have 3 or less cards in your hand.,Straw Hat Crew
Arlong,P-048,Character,Blue,Slash,null,4000,+1000 Counter,3,"[DON!! x1] [When Attacking] If you have 4 or more Life cards, your opponent places 1 card from their hand at the bottom of their deck.",Fish-Man/Arlong Pirates
Usopp,P-049,Character,Blue,Ranged,null,3000,+1000 Counter,2,[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.,Straw Hat Crew
Sanji,P-050,Character,Blue,Strike,null,2000,+1000 Counter,3,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [Your Turn] If you have 3 or less cards in your hand, this Character gains +4000 power.",Straw Hat Crew
Shanks,P-051,Character,Blue,Slash,null,9000,,7,[When Attacking] You may trash any number of cards from your hand. This Character gains +1000 power during this battle for every card trashed.,Red-Haired Pirates
Dracule Mihawk,P-052,Character,Blue,Slash,null,7000,+1000 Counter,6,[DON!! x1] This Character cannot be K.O.'d in battle by <Slash> attribute cards.,The Seven Warlords of the Sea
Nami,P-053,Character,Blue,Wisdom,null,1000,+2000 Counter,1,"[On Play] If you have 3 or less cards in your hand, return up to 1 of your opponent's Characters with a cost of 3 or less to the owner's hand.",Straw Hat Crew
Monkey.D.Garp,P-054,Character,Blue,Strike,null,7000,+1000 Counter,6,[DON!! x1] This Character cannot be K.O.'d in battle by <Strike> attribute cards.,Navy
Monkey.D.Luffy,P-055,Character,Blue,Strike,null,5000,+1000 Counter,4,[On Play] You may trash 2 cards from your hand: Your opponent places 1 of their Characters at the bottom of the owner's deck.,Straw Hat Crew
Roronoa Zoro,P-056,Character,Blue,Slash,null,6000,,4,[On Play] ➁(You may rest the specified number of DON!! cards in your cost area.): Return up to 1 Character with a cost of 5 or less to the owner's hand.,Straw Hat Crew
Monkey.D.Luffy,ST01-012,Character,Red,Strike,null,6000,,5,[Rush](This card can attack on the turn in which it is played.)[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.,Supernovas/Straw Hat Crew
"Eustass""Captain""Kid",ST02-013,Character,Green,Special,null,7000,,7,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [End of Your Turn] Set this card as active.",Supernovas/Kid Pirates
Crocodile,ST03-003,Character,Blue,Special,null,6000,,5,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [On Block] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.",The Seven Warlords of the Sea/Baroque Works
X.Drake,OP01-114,Character,Purple,Slash,null,5000,+2000 Counter,5,[On Play] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent trashes 1 card from their hand.,Navy/Drake Pirates/Animal Kingdom Pirates
"Capone""Gang""Bege",OP04-100,Character,Yellow,Ranged,null,3000,+2000 Counter,3,[Trigger] Up to 1 of your opponent's Leader or Character cards cannot attack during this turn.,Firetank Pirates
Basil Hawkins,ST02-010,Character,Green,Slash,null,6000,,5,"[DON!! x1] [Once Per Turn] [Your Turn] If this Character battles your opponent's Character, set this card as active.",Supernovas/Hawkins Pirates
Backlight,ST11-003,Event,Green,null,null,null,,2,"[Main] If your Leader is [Uta], choose one:• Rest up to 1 of your opponent's Characters with a cost of 5 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",Music/FILM
New Genesis,ST11-004,Event,Green,null,null,null,,1,"[Main] If your Leader is [Uta], look at 3 cards from the top of your deck; reveal up to 1{FILM}type card other than [New Genesis] and add it to your hand. Then, place the rest at the bottom of your deck in any order and set up to 1 of your DON!! cards as active.",Music/FILM
I'm invincible,ST11-005,Event,Green,null,null,null,,3,[Main] Set up to 1 of your [Uta] Leader as active.[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,Music/FILM
Fleeting Lullaby,P-057,Event,Green,null,null,null,,3,"[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.[Trigger] Activate this card's [Main] effect.",Music/FILM
Where the Wind Blows,P-058,Event,Green,null,null,null,,2,"[Main] If your Leader is [Uta], set all of your{FILM}type Characters as active at the end of this turn.[Trigger] Set all of your{FILM}type Characters as active.",Music/FILM
The World's Continuation,P-059,Event,Green,null,null,null,,2,"[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character.",Music/FILM
Tot Musica,P-060,Event,Green,null,null,null,,2,[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.,Music/FILM
Makino,OP02-015,Character,Red,Wisdom,null,0,+2000 Counter,1,[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,Windmill Village
Hatchan,OP03-033,Character,Green,Slash,null,4000,+2000 Counter,4,"[Trigger] If your Leader has the{East Blue}type, play this card.",Fish-Man/East Blue/Arlong Pirates
Kaya,OP03-044,Character,Blue,Wisdom,null,0,+2000 Counter,1,[On Play] Draw 2 cards and trash 2 cards from your hand.,East Blue
Fukurou,OP03-088,Character,Black,Strike,null,3000,+1000 Counter,3,"This Character cannot be K.O.'d by effects.[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",CP9
Monet,OP05-036,Character,Green,Special,null,1000,+1000 Counter,3,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",Donquixote Pirates
Roronoa Zoro,P-042,Character,Yellow,Slash,null,5000,+1000 Counter,4,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,Straw Hat Crew
Yamato,P-046,Character,Purple,Strike,null,2000,+1000 Counter,1,"[On Play] You may place all cards in your hand at the bottom of your deck in any order. If you do, draw cards equal to the number you placed at the bottom of your deck.",Land of Wano
Brannew,OP03-089,Character,Black,Wisdom,null,3000,+1000 Counter,2,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1{Navy}type card other than [Brannew] and add it to your hand. Then, trash the rest.",Navy
Scratchmen Apoo,ST02-008,Character,Green,Ranged,null,3000,+2000 Counter,2,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's DON!! cards.,Supernovas/On-Air Pirates
Gum-Gum Jet Pistol,ST01-015,Event,Red,null,null,null,,4,[Main] K.O. up to 1 of your opponent's Characters with 6000 power or less.[Trigger] Activate this card's [Main] effect.,Supernovas/Straw Hat Crew
Jinbe,ST10-005,Character,Red,Strike,null,2000,+2000 Counter,2,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,Fish-Man/Straw Hat Crew
Trafalgar Law,P-038,Character,Black,Slash,null,5000,+1000 Counter,4,[On Play] You may rest your 1 Leader: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,Heart Pirates
Sabo,P-044,Character,Red,Special,null,4000,+1000 Counter,3,"[DON!! x1] If you have 4 or less cards in your hand, this Character gains +2000 power.",Revolutionary Army
Jinbe,P-063,Character,Green,Strike,null,5000,+2000 Counter,4,[On Play] Rest up to 1 of your opponent's Characters with a cost of 1 or less.,Fish-Man
Kouzuki Momonosuke,P-064,Character,Yellow,Special,null,8000,+1000 Counter,6,null,Land of Wano/Kouzuki Clan
Kouzuki Momonosuke,OP01-041,Character,Green,Slash,null,0,+1000 Counter,1,"[Activate: Main] ➀(You may rest the specified number of DON!! cards in your cost area)You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1{Land of Wano}type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Land of Wano/Kouzuki Clan
Shura,OP05-106,Character,Yellow,Slash,null,2000,+1000 Counter,2,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1{Sky Island}type card other than [Shura] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Trigger] Play this card.",Sky Island/Vassals
Monkey.D.Luffy,OP07-109,Character,Yellow,Strike,null,6000,+1000 Counter,5,"[Activate: Main] You may trash this Character: If you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, draw 1 card.[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",The Four Emperors/Egghead/Straw Hat Crew
Perona,OP01-077,Character,Blue,Special,null,2000,+1000 Counter,1,[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.,Thriller Bark Pirates
Gedatsu,OP05-102,Character,Yellow,Strike,null,6000,+1000 Counter,5,[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,Sky Island/Vassals
Camie,OP06-025,Character,Green,Wisdom,null,2000,+1000 Counter,1,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1{Fish-Man}or{Merfolk}type card other than [Camie] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Merfolk
Brook,OP06-092,Character,Black,Slash,null,6000,,6,[On Play] Choose one:• Trash up to 1 of your opponent's Characters with a cost of 4 or less.• Your opponent places 3 cards from their trash at the bottom of their deck in any order.,Former Rumbar Pirates
Sanji,OP07-064,Character,Purple,Strike,null,6000,+2000 Counter,6,"If the number of DON!! cards on your field is at least 2 less than the number on your opponent's field, give this card in your hand −3 cost.[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Straw Hat Crew
Drum Kingdom,OP08-020,Stage,Red,null,null,null,,1,[Opponent's Turn] All of your{Drum Kingdom}type Characters gain +1000 power.,Drum Kingdom
Tony Tony.Chopper,OP04-010,Character,Red,Strike,null,4000,+1000 Counter,3,[On Play] Play up to 1{Animal}type Character card with 3000 power or less from your hand.,Animal/Alabasta/Straw Hat Crew
Portgas.D.Ace,OP07-053,Character,Blue,Special,null,6000,+1000 Counter,5,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Draw 2 cards and place 2 cards from your hand at the top or bottom of your deck in any order.",Whitebeard Pirates
